mmsi,turnrate,shipLength,heading,course,cargo_type,lon,shipWidth,ship_name,speed,lat,postime,ship_status,callsign,destination,imo
413835691,0.0,0.0,263.0,263.3,未知,118.255145,0.0,LONGHAO222,4.6,31.304736666666667,20241022142824,0.0,,,
413785149,0.0,99.0,511.0,91.8,货轮,118.30151666666669,16.0,,0.0,31.298966666666665,20241022142821,,0000000,,
413802805,0.0,0.0,511.0,101.3,未知,118.30365333333332,0.0,CHANGNENG988,0.1,31.2999,20241022142822,,,,
413961906,0.0,0.0,511.0,118.6,未知,118.303715,0.0,HUA RUN 01  ,0.0,31.299776666666663,20241022142825,15.0,,,
413762076,0.0,0.0,511.0,242.7,未知,118.30610666666666,0.0,RONG HAN JI 8588,0.0,31.299803333333333,20241022142829,,,,
413794065,0.0,0.0,511.0,99.7,未知,118.29465333333332,0.0,JIANGYUNCHANGSHENG,4.1,31.302376666666667,20241022142823,,,,
413789702,0.0,0.0,88.0,88.6,未知,118.29018833333332,0.0,LONGYUNHENGTONG,4.9,31.30364833333333,20241022142829,,,,
413995882,0.0,80.0,0.0,26.4,货轮,118.31399,15.0,,0.0,31.298096666666662,20241022142820,,,,
413792175,0.0,108.0,511.0,356.5,货轮,118.34938666666666,19.0,WANQIANGSHENG16998,4.1,31.323086666666665,20241022142829,,,YUEYANG,0.0
275544000,0.0,89.0,511.0,5.4,货轮,118.34909166666668,12.0,AZURE,5.0,31.314056666666666,20241022142826,5.0,YLSF,,9963023.0
413798013,0.0,0.0,511.0,6.8,未知,118.34926333333334,0.0,SHENGTONG83,5.1,31.313716666666668,20241022142821,,,,
413834426,0.0,0.0,511.0,173.9,未知,118.30802666666666,0.0,JIANGFENG106,2.7,31.44551333333333,20241022142823,,,,
413819539,0.0,0.0,511.0,174.4,未知,118.33811666666666,0.0,JIANGHAI1569,5.4,31.34955,20241022142828,,,,
413873397,0.0,61.0,511.0,263.3,游艇,118.349525,15.0,,0.0,31.34516,20241022142828,0.0,,,
413834953,0.0,0.0,511.0,154.0,未知,118.33206666666666,0.0,XIN YUAN 6999,0.0,31.374043333333333,20241022142827,,,,
413876109,0.0,130.0,511.0,171.7,货轮,118.33647666666668,16.0,,5.2,31.358345,20241022142828,,,,
413806616,0.0,0.0,511.0,2.2,未知,118.344255,0.0,ZHENGTAOZHONGHUA958,4.0,31.37160666666667,20241022142829,1.0,,,
413840914,0.0,0.0,511.0,191.4,未知,118.33717333333334,0.0,LONG CHANG 5001,6.5,31.375521666666668,20241022142823,,,,
413849243,0.0,0.0,220.0,220.7,未知,118.344155,0.0,SHUHANG666          ,3.8,31.30851,20241022142824,,,,
413812583,0.0,0.0,511.0,184.7,未知,118.34530666666669,0.0,YUXINHUO11676,3.9,31.31232333333333,20241022142827,,,,
413793957,0.0,119.0,0.0,52.7,货轮,118.34047666666666,20.0,HUA QING 9969,4.3,31.30244,20241022142822,,TSTAISB,NANJING,0.0
413874022,0.0,0.0,511.0,223.4,未知,118.33896,0.0,CHANGYAYIHAO,6.4,31.30433333333333,20241022142824,,,,
413793413,0.0,85.0,0.0,45.3,货轮,118.343465,15.0,,3.7,31.303861666666663,20241022142822,,,,
413779346,0.0,99.0,226.0,226.6,货轮,118.34026333333334,16.0,WANMAHUO6888,5.4,31.306471666666667,20241022142820,,0,262,0.0
413789989,0.0,57.0,511.0,130.3,货轮,118.32337,10.0,WANSHOUXIAN9696,0.0,31.411971666666663,20241022142826,1.0,0000000,MAANSHAN,0.0
413826195,0.0,66.0,511.0,93.3,货轮,118.32030666666668,11.0,WANZHONGFA378,0.0,31.41711833333333,20241022142824,0.0,0000000,47,0.0
413795879,0.0,73.0,511.0,281.5,货轮,118.3242,13.0,WANRENHE5688,4.5,31.30349333333333,20241022142823,,,,0.0
413843054,0.0,68.0,0.0,94.3,货轮,118.32781,14.0,HANG LONG JI 888,4.3,31.29860833333333,20241022142827,0.0,,JINGZHOU,0.0
413982499,0.0,82.0,163.0,163.0,货轮,118.34038833333334,14.0,,4.9,31.342756666666663,20241022142820,,0,,
